observed;actual;practitioner;date
0;0;17;01/01/2012
0;0;17;01/02/2012
2;0;17;01/03/2012
0;0;17;01/04/2012
0;0;17;01/05/2012
0;0;17;01/06/2012
0;0;17;01/07/2012
0;0;17;01/08/2012
0;0;17;01/09/2012
0;0;17;01/10/2012
55;62;17;01/11/2012
0;0;17;01/12/2012
0;0;17;01/13/2012
2;2;17;01/14/2012
0;0;17;01/15/2012
0;0;17;01/16/2012
57;70;17;01/17/2012
54;57;17;01/18/2012
0;1;17;01/19/2012
0;0;17;01/20/2012
3;4;17;01/21/2012
0;0;17;01/22/2012
8;9;17;01/23/2012
51;60;17;01/24/2012
51;62;17;01/25/2012
0;0;17;01/26/2012
4;8;17;01/27/2012
0;0;17;01/28/2012
0;0;17;01/29/2012
1;1;17;01/30/2012
0;0;17;01/31/2012
0;0;17;02/01/2012
0;0;17;02/02/2012
0;0;17;02/03/2012
0;0;17;02/04/2012
0;0;17;02/05/2012
0;0;17;02/06/2012
0;0;17;02/07/2012
0;0;17;02/08/2012
23;40;17;02/09/2012
0;0;17;02/10/2012
0;0;17;02/11/2012
0;0;17;02/12/2012
0;0;17;02/13/2012
0;0;17;02/14/2012
0;0;17;02/15/2012
0;0;17;02/16/2012
0;0;17;02/17/2012
12;26;17;02/18/2012
0;0;17;02/19/2012
0;0;17;02/20/2012
0;0;17;02/21/2012
0;0;17;02/22/2012
0;0;17;02/23/2012
0;0;17;02/24/2012
0;0;17;02/25/2012
0;0;17;02/26/2012
0;0;17;02/27/2012
0;0;17;02/28/2012
18;27;17;02/29/2012
2;2;17;03/01/2012
0;0;17;03/02/2012
14;18;17;03/03/2012
0;0;17;03/04/2012
0;0;17;03/05/2012
0;0;17;03/06/2012
44;73;17;03/07/2012
0;0;17;03/08/2012
0;0;17;03/09/2012
19;23;17;03/10/2012
0;0;17;03/11/2012
1;1;17;03/12/2012
43;69;17;03/13/2012
0;2;17;03/14/2012
0;0;17;03/15/2012
0;0;17;03/16/2012
0;0;17;03/17/2012
0;0;17;03/18/2012
1;1;17;03/19/2012
28;42;17;03/20/2012
33;49;17;03/21/2012
0;0;17;03/22/2012
0;2;17;03/23/2012
0;0;17;03/24/2012
0;0;17;03/25/2012
2;2;17;03/26/2012
49;67;17;03/27/2012
0;0;17;03/28/2012
0;0;17;03/29/2012
0;0;17;03/30/2012
0;0;17;03/31/2012
